微博发布时间,微博中文内容,情感倾向
02月14日 11:53,【什么是特免血浆制品和特免球蛋白，用后重症患者病情显著好转】据新闻报道，2月8日，以新型冠状病毒感染的肺炎诊疗方案（试行第五版）为指南，首期在江夏区第一人民医院开展了3名危重患者的新冠特免血浆治疗，目前连同后续医院治疗的危重病人超过了10人。临床反映，患者接受治疗12至24小时后，实验室?展开全文c,0
02月15日 10:28,【卫健委：#武汉重症病例约占确诊和住院病例18%#】卫健委医政医管局副局长焦雅辉：在全国成立钟南山院士、李兰娟院士等领衔的专家组，根据全国医疗救治经验，不断更新完善诊疗方案。建立#24小时报病危制度#、#疑难病例讨论和会诊制度#等。金银潭医院和武汉肺科医院出院率达到30%-39%。?展开全文c,0
02月16日 17:29,第五版诊疗方案公布新版明确无症状感染者可能成为传染源#最新疫情地图##漏报信息致患者自缢武汉多人被处理#L搞笑围的微博视频?,0
02月16日 21:52,国家卫健委第五版诊疗方案公布无症状感染者也可成传染源#男子解除隔离10天后发病##最新疫情地图#L搞笑汝的微博视频?,0
02月16日 16:37,第五版新冠肺炎诊疗方案无症状感染者也可能成为传染源#贵州男子捕杀食用果子狸被查处##最新疫情地图#L搞笑沪的微博视频?,0
02月17日 17:54,??【权威发布】益生菌已被列入：《新型冠状病毒感染的肺炎诊疗方案》常吃益生菌可以提高人?体免疫力，增强身体抵抗力，葆婴益生菌被称为绿色的抗生素，没有副作用，提高粘膜免疫力，安全高效！我们一起用起来吧L精致理想18054182984微信的微博视频?,0
01月07日 09:44,#长春身边事##长春肤康医院#出现了新生儿尿布疹怎么办?首先尽量不要给宝宝裹尿布，这是预防尿布疹的最佳方法，最好每天都让宝宝的小屁股在空气中多晾几个小时，这样可以避免皮肤与尿液接触，此外要经常更换尿布，红外线照射，破皮严重者便后给予温水清洗干净后可以用家里带有红外线功能的台灯给宝?展开全文c,0
01月20日 15:38,#宝宝磕碰之后正确的处理方法#宝宝在日常生活中，总是难免磕磕碰碰。根据伤情不同处理的方法也不一样。一．宝宝头上磕个包最好的做法：冰敷，能止疼消肿。原因：在宝宝摔倒之后不要立即抱起来，建议先原地检查宝宝有没有皮外伤，比如损伤、淤青、鼓包等。如果有这些皮外伤，立刻抱起宝宝或者按?展开全文c,0
01月23日 20:27,//@莲邦调查局长://@爆栗仙贝:求官方辟谣口罩不可以剪碎??剪碎会让过滤层里的病菌跑出来??更容易感染??怕被二次使用的可以踩一脚扔??,0
01月28日 23:16,//@Zjwsybzbk:武汉卫健委不要神隐了官僚主义害死人草菅人命那么多人不确诊只是为了控制数字好看增加那么多流程难道不会扩大二次感染吗普通老百姓的命不值钱总有一天会报应到你们自己身上,-1
01月29日 23:03,【#治愈患者还会二次感染吗#？】四川大学华西医院呼吸与危重症医学科主任梁宗安：患者#感染后一定时间内产生保护性抗体#，在一段时间之内（一般而言几个月）相对安全。但是从长时间来看，不排除病毒类型变异、或者即使同样类型的病毒也可能被感染。?,0
01月29日 22:04,NBA赛事预测：印第安纳步行者-芝加哥公牛【赛事解析】?步行者上一场比赛吞败结束连胜，回到自家主场作战。步行者本赛季主场表现不错。公牛虽然保持2连胜，不过客战能力不行，考虑到步行者近期主场多以小胜为主，看好公牛顶多小败。【赛事心得】篮网-活塞?????篮网-8.5灰熊-?尼克斯????灰熊?展开全文c,0
01月29日 23:45,为这位医生点赞??，坚决拥护党的纲领，履行党的义务，迎着困难上，一名党员就是一面旗帜，众志成城，共克时艰，祖国加油#治愈患者还会二次感染吗#L疯子视点的微博视频?,1
01月30日 14:02,#陕西防控新型肺炎#【#治愈患者还会二次感染吗#？】四川大学华西医院呼吸与危重症医学科主任梁宗安：患者感染后一定时间内产生保护性抗体，在一段时间之内（一般而言几个月）相对安全。但是从长时间来看，不排除病毒类型变异、或者即使同样类型的病毒也可能被感染。?,0
01月31日 16:04,//@左小翎:大家注意，不要掉以轻心//@重工组长于彦舒:……这病毒也太贱了吧//@江南大野花:在没有结束之前都不能掉以轻心……//@纯良英俊的笑了笑:？？？？这病毒到底有完没完//@炸鸡姐:啊？！//@来去之间:这都行,0
02月01日 16:52,//@江湖浪子萧暗尘:卧槽//@植树造林乌贼贼:我擦再感染……//@南风-日常私炮坊:这病毒成精了//@一生不羁要上天:……还真成了加强版流感……,-1
02月01日 16:16,#治愈患者还会二次感染吗##感染后一定时间内产生保护性抗体#新型肺炎的病毒是冠状病毒的一种来的。冠状病毒的特点是感染后一天抗体浓度最强，然后逐渐减弱。可以重复感染。但没后遗症的。其实，冠状病毒是感冒最常见的致病因素之一。在流感季节。大约三分之一的患者是冠状病毒感染所致。预后好。RT-PC?展开全文c,0
02月02日 21:31,是看不懂，我爸一大早排了半个多小时队去登记，只是登记哦，还要再通知去药房拿。要聚集两次的意思？//@milksmelllbest女乃:我真的不太懂上海的领导不知道二次聚集的危害吗？？从这次疫情一开始我就看不懂上海这次的疫情防控操作提醒短信在24号的时候我收到的都是防止提醒春季呼吸道感染？？？？？,-1
02月02日 14:58,//@milksmelllbest女乃:我真的不太懂上海的领导不知道二次聚集的危害吗？？从这次疫情一开始我就看不懂上海这次的疫情防控操作提醒短信在24号的时候我收到的都是防止提醒春季呼吸道感染？？？？？,-1
02月02日 14:48,#2020年春节假期延长至2月2日##春节假期延长至2月2日#肺炎潜伏期是14天，传播速度快，延长两天基本没什么作用，非紧急重要岗位的工作，自行隔离在家网络办公，避免去单位又进行二次感染交叉感染。现在很多通知回去上班的人员，全部聚集在一起开会，吃饭，并且现在口罩难求，单位又没有口罩可发，这不但?展开全文c,0
02月05日 08:59,#守护圣地共抗疫情#【摘口罩的方式不对会被二次感染！】面对疫情，戴口罩是有效的防护方法，但是，口罩没摘对反倒会被二次感染！你真的会正确地戴口罩和摘口罩吗？戳??视频，看专家是怎么做的。#秦团战役#L央视网快看的微博视频?,0
02月06日 00:24,#治愈患者还会二次感染吗#2深圳·富通·蟠龙居?,0
02月08日 13:01,不但不能有效地去除痘痘！事后杀死了妻子：反而使手上的细菌引起痘痘二次感染。如果总是忍不住用手去挤压：警方问他为什么杀害妻子……?,-1
02月08日 01:03,无法理解的操作，发烧咳嗽和新冠肺炎能一样么？担心这样会让其他未停售的省份深夜排队买药，成了二次带货，同时更多人群去医院增加交叉感染风险。。与其如此限制不如用宣传自我隔离的力度宣传新冠现有症状，强调费用国家兜底，强调隐瞒刑事责任。。消除恐惧的最好办法是面对恐惧，不是不让买药啊奥利给,-1
02月08日 20:21,【最新消息!#小汤圆没有感染新冠#】#杭州身边事#今天10时20分，在浙江大学医学院附属第一医院之江院区，一名怀孕35周的新冠肺炎患者顺利产下一名男婴，取名小汤圆。经检测脐血、羊水、胎盘标本，并二次复检确认，小汤圆新冠肺炎的核酸检测均呈阴性。不过，因早产，小汤圆还需进一步观察。转发，祝他?展开全文c,0
01月19日 22:55,//@深度News://@脑内小跳舞的休眠役:新型冠状病毒传染来源尚未找到，疫情传播途径尚未完全掌握，病毒变异仍需严密监控。//@啵啵奶包肉赞圆子:现在还是春运阶段，每天这么大的人流量，全国各地的,0
01月19日 19:54,【国家卫健委：#新型冠状病毒传染源尚未找到#】据国家卫健委官微消息，专家研判认为，当前疫情仍可防可控。但#新型冠状病毒#传染来源尚未找到，疫情传播途径尚未完全掌握，病毒变异仍需严密监控。O国家卫健委向各省派工作组，指导做好肺炎疫情防控工作???,0
01月20日 23:40,据央视新闻报道，1月20日下午，针对“新型冠状病毒感染的肺炎疫情”有关防控情况，国家卫健委高级别专家组组长钟南山院士、国家卫健委高级别专家组成员高福、李兰娟、袁国勇、曾光等就公众关心的问题回答了记者提问。针对新型冠状病毒感染的肺炎疫情形势的研判，国家卫健委高级别专家组组长钟南山院士?展开全文c,0
01月21日 23:56,......//@哩滴心:卧槽……//@谁A了我的梦想59032:超级传播者不是某个人，而是一个开始，意味着从这人开始病毒已经发生了变异，他的体内带病毒量远超前期患者，同样经他感染的患者也会具有同样的威力。,-1
01月21日 23:22,咪蒙团队发生了变异mutation，和病毒一样。,0
01月24日 18:57,医者仁心，这个关口，看一次哭一次。L搞笑局的微博视频?,0
01月24日 23:09,看起来好像只有少少几例病例但是防护不到位可能只需要十天就会造成不可逆的恶果我想如果武汉政府采取措施早十天一切会变得现在如此糟糕吗12月9号的第一例12月末已经有那么多的迹象了随着2020年到来的是暗暗传播变异增强的病毒在众人的轻视下发酵到此地步?,-1
01月25日 17:58,//@忧伤的少校:除了那个宣传病毒变异的来自境外的造谣视频，以下这些都是谣言，而且相信在以后的这段时间，会有唯恐天下不乱的人制造更多的境内外谣言，大家一定要擦亮眼睛，明辨是非。,0
01月25日 22:23,转发：刚才与远在美国的儿子易飞视频，他是正宗的病毒学博士，毕业后也曾经在美国国立卫生研究院从事免疫学博士后研究。他给我们做科普，所说的和钟南山院士中心思想是一样的，并且从理论上作了解释：一、病毒是不会脱离某个载体（比如血液、体液、唾液、飞沫等等）独立飘散的，某些人臆想空气中弥漫着?展开全文c,0
01月25日 16:38,//@微不足道7606://@枕云上007:美国流感病毒现在无法控制，吃了这些转基因，身体已变异，没有健康坚强的抗病体了。,-1
01月26日 23:48,这一次国外要是大规模爆发了，骂中国的，中国的锅是侧底背上了，要知道这病毒是存在变异的，现在敢上药就是让病毒产生耐药然后变异。只要有另外一个国家爆发？美国会不会呼吁全球对中国进行封锁制裁打压？?,0
01月26日 22:50,//@橡胶吴拥军:回复@总站高岗:相比12月乱象，危害小的多，关键是可控。12月是放任。//@总站高岗:目前还有两个风险点，病毒变异和出现超级传播者,0
01月26日 22:43,看看,0
01月26日 20:33,【国家卫健委：#新型冠状病毒潜伏期具传染性#尚未发现病毒变异证据】1月26日，国家卫健委主任马晓伟表示，新型冠状病毒的潜伏期大约在10天左右，最短的潜伏期为1天发病，最长的潜伏期是14天，与非典不同，它的潜伏期具有传染性。国家卫健委副主任李斌表示，目前还没有发现病毒变异的证据。?展开全文c,0
01月30日 22:30,#抗疫日记#第三天。再次下班。早上下班时10床患者情绪还算稳定，不太配合治疗，但也很少哭闹。下午来的时候感觉情绪已经整个崩溃，拒绝任何治疗，一直哭闹，我们不敢说话恐怕激惹她。我鼓起勇气尝试与她交流，试图鼓舞她，但刚一开口她就嚎啕大哭，而我也终于听清她在哭诉什么：“我怎么那么倒霉，?展开全文c,-1
01月23日 10:46,#天检关注#【#王广发回应感染新型冠状病毒肺炎#：防护盲点可能是没戴防护镜，经治疗已好转】据央视早前报道，国家卫健委赴武汉专家组成员、北大医院呼吸内科主任王广发，疑似感染新型冠状病毒肺炎被隔离治疗。22日晚，王广发微博回应称，经过一天的治疗，病情已好转。他分析自己的防护盲点是没戴?展开全文c,0
